PlanTable,ItemID,OptionPhase,PackID,Description,OnlineDescription,Qty,UOM,SellEach,CostEach,ExtPrice,ExtCost,MarginDollar,MarginPercent,Category,PriceLevel,CostUOM,BlendCost,AvgCost
plan_1670ABCD_CR,1212OSBS,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|30ABCD 2ND FLOOR SYSTEM,stair treads,"5/4""X12""-12' STEP TREAD OSB",5,EA,23.49,16.5118,117.45,82.559,$6.98 ,29.71%,5603,11,16.5118,,
plan_1670ABCD_CR,LUS28,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|30ABCD 2ND FLOOR SYSTEM,landing hangers,LUS28 JOIST HANGER 2X8,8,EA,1.37,1.07,10.96,8.56,$0.30 ,21.90%,4502,05,1.07,,
plan_1670ABCD_CR,LS50,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|30ABCD 2ND FLOOR SYSTEM,lvl hanger,"LS50 5"" ADJ L ANGLE SIMPSON",10,EA,2.22,1.7301,22.2,17.301,$0.49 ,22.07%,4502,05,1.7301,,
plan_1670ABCD_CR,78TGOSBWGOFF,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|32ABCD 2ND FLOOR SUBFLOOR,floor sheathing,"7/8""4X8 T&G OSB EDGGLD SIF FF",34,MSF,773.26,23.1039968,841.31,785.5358912,$51.26 ,6.63%,3507,08,721.9999,,
plan_1670ABCD_CR,SFG,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|32ABCD 2ND FLOOR SUBFLOOR,floor glue,BFS SUB FLR GLUE 28OZ,9,EA,4.08,3.3893,36.72,30.5037,$0.69 ,16.93%,4203,01,3.3893,,
plan_1670ABCD_CR,249258DF,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|34ABCD 2ND FLOOR WALLS,studs,"2X4-92-5/8"" STUD DF PET",143,MBF,431.82,1.919880533,329.31,274.5429163,$71.82 ,16.63%,2505,09,360.0001,,
plan_1670ABCD_CR,269258DF,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|34ABCD 2ND FLOOR WALLS,studs,"2X6-92-5/8"" STUD DF PET",136,MBF,397.73,2.6399992,432.73,359.0398912,$67.73 ,17.03%,2505,09,329.9999,,
plan_1670ABCD_CR,1412FIR,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|34ABCD 2ND FLOOR WALLS,top top plate,1X4-12' STD&BTR FIR KD,17,MBF,935.29,3.180002,63.6,54.060034,$140.29 ,15.00%,4009,09,795.0005,,
plan_1670ABCD_CR,1612FIR,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|34ABCD 2ND FLOOR WALLS,top top plate,1X6-12' STD&BTR FIR KD,3,MBF,1017.8,5.1907854,18.32,15.5723562,$152.67 ,15.00%,4009,09,865.1309,,
plan_1670ABCD_CR,24DF,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|34ABCD 2ND FLOOR WALLS,plate,2X4-RL STD&BTR DF,20,MBF,634.83,0.363514867,8.47,7.270297332,$89.83 ,14.15%,2503,09,544.9998,,
plan_1670ABCD_CR,2414DF,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|34ABCD 2ND FLOOR WALLS,bracing,2X4-14' STD&BTR DF,26,MBF,634.83,5.086485,154.05,132.24861,$89.83 ,14.15%,2503,09,545,,
plan_1670ABCD_CR,26DF2,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|34ABCD 2ND FLOOR WALLS,plate,2X6-RL #2&BTR DF,182,MBF,556.18,0.4750002,101.22,86.4500364,$81.18 ,14.60%,2503,09,475.0002,,
plan_1670ABCD_CR,716OSB9,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|34ABCD 2ND FLOOR WALLS,wall sheathing,"7/16""4X9 OSB RTD",32,MSF,319.32,10.3765572,367.86,332.0498304,$31.08 ,9.73%,3506,08,288.2377,,
plan_1670ABCD_CR,MSTC40,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|34ABCD 2ND FLOOR WALLS,strap tie,SIMPSON MSTC40 STRAP TIE,2,EA,11.21,8.7399,22.42,17.4798,$2.47 ,22.03%,4502,05,8.7399,,
plan_1670ABCD_CR,OSBSTRIPS,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|34rfABCD 2ND FLOOR WALLS READYFRAME,filler,"7/16"" X 3 1/2"" X 8' OSB STRIPS",4,EA,1.39,1.1351,5.56,4.5404,$0.25 ,18.34%,3511,08,1.1351,,
plan_1670ABCD_CR,7165128OSB,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|34rfABCD 2ND FLOOR WALLS READYFRAME,filler,"7/16""5-1/2""X8 OSB NON-RTD",8,MSF,411,1.287117,12.06,10.296936,$60.00 ,14.60%,3506,08,351,,
plan_1670ABCD_CR,24DF,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|34rfABCD 2ND FLOOR WALLS READYFRAME,plate,2X4-RL STD&BTR DF,486,MBF,634.83,0.363514867,205.79,176.6682252,$89.83 ,14.15%,2503,09,544.9998,,
plan_1670ABCD_CR,26DF2,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|34rfABCD 2ND FLOOR WALLS READYFRAME,plate,2X6-RL #2&BTR DF,554,MBF,556.18,0.4750002,308.12,263.1501108,$81.18 ,14.60%,2503,09,475.0002,,
plan_1670ABCD_CR,4812GDF2,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|34rfABCD 2ND FLOOR WALLS READYFRAME,header beam,4X8-12' #2 DF GRN,2,MBF,815.48,20.6399968,52.19,41.2799936,$170.48 ,20.91%,2201,09,644.9999,,
plan_1670ABCD_CR,249258DF,167020010 - 4085,|34.61ABC LOFT BECOMES BEDROOM,studs,"2X4-92-5/8"" STUD DF PET",14,MBF,431.82,1.919880533,32.24,26.87832747,$71.82 ,16.63%,2505,09,360.0001,,
plan_1670ABCD_CR,1412FIR,167020010 - 4085,|34.61ABC LOFT BECOMES BEDROOM,top top plate,1X4-12' STD&BTR FIR KD,2,MBF,935.29,3.180002,7.48,6.360004,$140.29 ,15.00%,4009,09,795.0005,,
plan_1670ABCD_CR,2414DF,167020010 - 4085,|34.61ABC LOFT BECOMES BEDROOM,bracing,2X4-14' STD&BTR DF,2,MBF,634.83,5.086485,11.85,10.17297,$89.83 ,14.15%,2503,09,545,,
plan_1670ABCD_CR,24DF,167020010 - 4085,|34.61ABC LOFT BECOMES BEDROOM,plate,2X4-RL STD&BTR DF,36,MBF,634.83,0.363514867,15.24,13.0865352,$89.83 ,14.15%,2503,09,544.9998,,
plan_1670ABCD_CR,1420WWP,167010100 - 4085,|40A ROOF,shake mold,1X4-20' WW PRIMED,8,MBF,2448.24,13.874027,130.58,110.992216,$367.24 ,15.00%,4001,09,2081,,
plan_1670ABCD_CR,2820WWP,167010100 - 4085,|40A ROOF,fascia,"2""X8""-20' WW PRIMED",8,MBF,1487.21,34.10709033,317.28,272.8567227,$208.21 ,14.00%,2510,09,1278.9999,,
plan_1670ABCD_CR,24DF,167010100 - 4085,|40A ROOF,truss bracing,2X4-RL STD&BTR DF,540,MBF,634.83,0.363514867,228.65,196.298028,$89.83 ,14.15%,2503,09,544.9998,,
plan_1670ABCD_CR,26DF2,167010100 - 4085,|40A ROOF,truss bracing,2X6-RL #2&BTR DF,320,MBF,556.18,0.4750002,177.98,152.000064,$81.18 ,14.60%,2503,09,475.0002,,
plan_1670ABCD_CR,2814DF2,167010100 - 4085,|40A ROOF,overframe ridge,2X8-14' #2&BTR DF,1,MBF,640.45,10.26685,11.96,10.26685,$90.45 ,14.12%,2503,09,550,,
plan_1670ABCD_CR,716OSB,167010100 - 4085,|40A ROOF,roof sheathing,"7/16""4X8 OSB RTD",55,MSF,307.95,8.7398496,541.99,480.691728,$34.83 ,11.31%,3506,08,273.1203,,
plan_1670ABCD_CR,716OSB,167010100 - 4085,|40A ROOF,heel sheathing,"7/16""4X8 OSB RTD",5,MSF,307.95,8.7398496,49.27,43.699248,$34.83 ,11.31%,3506,08,273.1203,,
plan_1670ABCD_CR,SS7648CS,167010100 - 4085,|40A ROOF,soffit,4X8 TX SOFFIT SMART STRAND 76,9,MSF,1758.82,47.8399968,506.54,430.5599712,$263.82 ,15.00%,3905,09,1494.9999,,
plan_1670ABCD_CR,A35,167010100 - 4085,|40A ROOF,angle clip,"1-7/16X4-1/2"" FRAMING ANCHOR",20,EA,0.53,0.41,10.6,8.2,$0.12 ,22.64%,4502,05,0.41,,
plan_1670ABCD_CR,LS50,167010100 - 4085,|40A ROOF,shear clip,"LS50 5"" ADJ L ANGLE SIMPSON",60,EA,2.22,1.7301,133.2,103.806,$0.49 ,22.07%,4502,05,1.7301,,
plan_1670ABCD_CR,PSCL1/2EA,167010100 - 4085,|40A ROOF,ply clip each,"1/2"" STEEL PLYWOOD CLIP (EA)",220,EA,0.08,0.0601,17.6,13.222,$0.02 ,24.88%,4502,05,0.0601,,
plan_1670ABCD_CR,LGT2,167010100 - 4085,|40A ROOF,roof clip,LIGHT WEIGHT GIRDER TIE DOWN,2,EA,10.33,8.0601,20.66,16.1202,$2.27 ,21.97%,4502,05,8.0601,,
plan_1670ABCD_CR,2810DF2,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|40ABCD ROOF,coffered ceiling,2X8-10' #2&BTR DF,2,MBF,640.45,7.33315,17.08,14.6663,$90.45 ,14.12%,2503,09,550,,
plan_1670ABCD_CR,2814DF2,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|40ABCD ROOF,coffered ceiling,2X8-14' #2&BTR DF,2,MBF,640.45,10.26685,23.91,20.5337,$90.45 ,14.12%,2503,09,550,,
plan_1670ABCD_CR,2816DF2,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|40ABCD ROOF,rim/ blocking,2X8-16' #2&BTR DF,8,MBF,640.45,12.68337515,109.3,101.4670012,$45.91 ,7.17%,2503,09,594.5425,,
plan_1670ABCD_CR,ARS28RA,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|40ABCD ROOF,roof anchor,"ARS28 ""SUPER ANCHOR"" ROOF",2,EA,65.49,41.8812,130.98,83.7624,$23.61 ,36.05%,4107,06,41.8812,,
plan_1670ABCD_CR,SDPW19600-R50,"167010100 - 4085 , 167010200 - 4085 , 167010300 - 4085 , 167010400 - 4085",|40ABCD ROOF,deflection screw,"DEFLECTOR SCREWS 6"" RETAIL PACK, 50 CT",1,EA,111.04,83.28,111.04,83.28,$27.76 ,25.00%,1,l5,83.28,,
plan_1670ABCD_CR,1420WWP,167010200 - 4085,|40B ROOF,shake mold,1X4-20' WW PRIMED,9,MBF,2448.24,13.874027,146.9,124.866243,$367.24 ,15.00%,4001,09,2081,,
plan_1670ABCD_CR,2820WWP,167010200 - 4085,|40B ROOF,fascia,"2""X8""-20' WW PRIMED",9,MBF,1487.21,34.10709033,356.93,306.963813,$208.21 ,14.00%,2510,09,1278.9999,,
plan_1670ABCD_CR,24DF,167010200 - 4085,|40B ROOF,truss bracing,2X4-RL STD&BTR DF,450,MBF,634.83,0.363514867,190.54,163.58169,$89.83 ,14.15%,2503,09,544.9998,,
plan_1670ABCD_CR,26DF2,167010200 - 4085,|40B ROOF,truss bracing,2X6-RL #2&BTR DF,250,MBF,556.18,0.4750002,139.05,118.75005,$81.18 ,14.60%,2503,09,475.0002,,
plan_1670ABCD_CR,2814DF2,167010200 - 4085,|40B ROOF,overframe ridge,2X8-14' #2&BTR DF,1,MBF,640.45,10.26685,11.96,10.26685,$90.45 ,14.12%,2503,09,550,,
plan_1670ABCD_CR,716OSB,167010200 - 4085,|40B ROOF,roof sheathing,"7/16""4X8 OSB RTD",51,MSF,307.95,8.7398496,502.57,445.7323296,$34.83 ,11.31%,3506,08,273.1203,,
plan_1670ABCD_CR,716OSB,167010200 - 4085,|40B ROOF,heel sheathing,"7/16""4X8 OSB RTD",3,MSF,307.95,8.7398496,29.56,26.2195488,$34.83 ,11.31%,3506,08,273.1203,,
plan_1670ABCD_CR,SS7648CS,167010200 - 4085,|40B ROOF,soffit,4X8 TX SOFFIT SMART STRAND 76,8,MSF,1758.82,47.8399968,450.26,382.7199744,$263.82 ,15.00%,3905,09,1494.9999,,
plan_1670ABCD_CR,PSCL1/2EA,167010200 - 4085,|40B ROOF,ply clip each,"1/2"" STEEL PLYWOOD CLIP (EA)",204,EA,0.08,0.0601,16.32,12.2604,$0.02 ,24.88%,4502,05,0.0601,,
plan_1670ABCD_CR,A35,167010200 - 4085,|40B ROOF,angle clip,"1-7/16X4-1/2"" FRAMING ANCHOR",24,EA,0.53,0.41,12.72,9.84,$0.12 ,22.64%,4502,05,0.41,,
plan_1670ABCD_CR,LS50,167010200 - 4085,|40B ROOF,shear clip,"LS50 5"" ADJ L ANGLE SIMPSON",48,EA,2.22,1.7301,106.56,83.0448,$0.49 ,22.07%,4502,05,1.7301,,
plan_1670ABCD_CR,24DF,167010300 - 4085,|40C ROOF,truss bracing,2X4-RL STD&BTR DF,540,MBF,634.83,0.363514867,228.65,196.298028,$89.83 ,14.15%,2503,09,544.9998,,
plan_1670ABCD_CR,716OSB,167010300 - 4085,|40C ROOF,roof sheathing,"7/16""4X8 OSB RTD",52,MSF,307.95,8.7398496,512.43,454.4721792,$34.83 ,11.31%,3506,08,273.1203,,
plan_1670ABCD_CR,716OSB,167010300 - 4085,|40C ROOF,heel sheathing,"7/16""4X8 OSB RTD",7,MSF,307.95,8.7398496,68.98,61.1789472,$34.83 ,11.31%,3506,08,273.1203,,
plan_1670ABCD_CR,SS7648CS,167010300 - 4085,|40C ROOF,soffit,4X8 TX SOFFIT SMART STRAND 76,9,MSF,1758.82,47.8399968,506.54,430.5599712,$263.82 ,15.00%,3905,09,1494.9999,,
plan_1670ABCD_CR,LGT2,167010300 - 4085,|40C ROOF,roof clip,LIGHT WEIGHT GIRDER TIE DOWN,9,EA,10.33,8.0601,92.97,72.5409,$2.27 ,21.97%,4502,05,8.0601,,
plan_1670ABCD_CR,PSCL1/2EA,167010300 - 4085,|40C ROOF,ply clip each,"1/2"" STEEL PLYWOOD CLIP (EA)",188,EA,0.08,0.0601,15.04,11.2988,$0.02 ,24.88%,4502,05,0.0601,,
plan_1670ABCD_CR,1320WWP,167010400 - 4085,|40D ROOF,shake mold,1X3-20' WW PRIMED,9,MBF,2460,10.455,110.7,94.095,$369.00 ,15.00%,4001,09,2091,,
plan_1670ABCD_CR,2820WWP,167010400 - 4085,|40D ROOF,fascia,"2""X8""-20' WW PRIMED",9,MBF,1487.21,34.10709033,356.93,306.963813,$208.21 ,14.00%,2510,09,1278.9999,,
plan_1670ABCD_CR,24DF,167010400 - 4085,|40D ROOF,truss bracing,2X4-RL STD&BTR DF,414,MBF,634.83,0.363514867,175.3,150.4951548,$89.83 ,14.15%,2503,09,544.9998,,
plan_1670ABCD_CR,26DF2,167010400 - 4085,|40D ROOF,truss bracing,2X6-RL #2&BTR DF,348,MBF,556.18,0.4750002,193.55,165.3000696,$81.18 ,14.60%,2503,09,475.0002,,
plan_1670ABCD_CR,2812DF2,167010400 - 4085,|40D ROOF,overframe ridge,2X8-12' #2&BTR DF,1,MBF,640.45,8.8,10.25,8.8,$90.45 ,14.12%,2503,09,550,,
plan_1670ABCD_CR,716OSB,167010400 - 4085,|40D ROOF,roof sheathing,"7/16""4X8 OSB RTD",57,MSF,307.95,8.7398496,561.7,498.1714272,$34.83 ,11.31%,3506,08,273.1203,,
plan_1670ABCD_CR,716OSB,167010400 - 4085,|40D ROOF,heel sheeting,"7/16""4X8 OSB RTD",4,MSF,307.95,8.7398496,39.42,34.9593984,$34.83 ,11.31%,3506,08,273.1203,,
plan_1670ABCD_CR,SS7648CS,167010400 - 4085,|40D ROOF,overhang sheeting,4X8 TX SOFFIT SMART STRAND 76,8,MSF,1758.82,47.8399968,450.26,382.7199744,$263.82 ,15.00%,3905,09,1494.9999,,
plan_1670ABCD_CR,LGT2,167010400 - 4085,|40D ROOF,roof clip,LIGHT WEIGHT GIRDER TIE DOWN,2,EA,10.33,8.0601,20.66,16.1202,$2.27 ,21.97%,4502,05,8.0601,,
plan_1670ABCD_CR,LS50,167010400 - 4085,|40D ROOF,shearwall clip,"LS50 5"" ADJ L ANGLE SIMPSON",64,EA,2.22,1.7301,142.08,110.7264,$0.49 ,22.07%,4502,05,1.7301,,
plan_1670ABCD_CR,PSCL1/2EA,167010400 - 4085,|40D ROOF,ply clip each,"1/2"" STEEL PLYWOOD CLIP (EA)",230,EA,0.08,0.0601,18.4,13.823,$0.02 ,24.88%,4502,05,0.0601,,
plan_1670ABCD_CR,716OSB,167010101 - 4085,|40gsA ROOF GABLE SHEETING,gable sheathing,"7/16""4X8 OSB RTD",15,MSF,307.95,8.7398496,147.82,131.097744,$34.83 ,11.31%,3506,08,273.1203,,
plan_1670ABCD_CR,716OSB,167010201 - 4085,|40gsB ROOF GABLE SHEETING,gable sheathing,"7/16""4X8 OSB RTD",14,MSF,307.95,8.7398496,137.96,122.3578944,$34.83 ,11.31%,3506,08,273.1203,,
plan_1670ABCD_CR,716OSB,167010401 - 4085,|40gsD ROOF GABLE SHEETING,gable end sheathing,"7/16""4X8 OSB RTD",17,MSF,307.95,8.7398496,167.52,148.5774432,$34.83 ,11.31%,3506,08,273.1203,,
plan_1670ABCD_CR,SS7648CS,"167010105 - 4085 , 167010205 - 4085 , 167010305 - 4085 , 167010405 - 4085",|42ABCD 3RD CAR GARAGE ROOF,overhang sheathing,4X8 TX SOFFIT SMART STRAND 76,2,MSF,1758.82,47.8399968,112.56,95.6799936,$263.82 ,15.00%,3905,09,1494.9999,,
plan_1670ABCD_CR,24DF,"167010105 - 4085 , 167010205 - 4085 , 167010305 - 4085 , 167010405 - 4085",|42ABCD 3RD CAR GARAGE ROOF,truss bracing,2X4-RL STD&BTR DF,100,MBF,634.83,0.363514867,42.34,36.35148666,$89.83 ,14.15%,2503,09,544.9998,,
plan_1670ABCD_CR,1320WWP,"167010105 - 4085 , 167010205 - 4085 , 167010405 - 4085",|42ABD 3RD CAR GARAGE ROOF,shake mold,1X3-20' WW PRIMED,2,MBF,2460,10.455,24.6,20.91,$369.00 ,15.00%,4001,09,2091,,
plan_1670ABCD_CR,2820WWP,"167010105 - 4085 , 167010205 - 4085 , 167010405 - 4085",|42ABD 3RD CAR GARAGE ROOF,fascia,"2""X8""-20' WW PRIMED",2,MBF,1487.21,34.10709033,79.32,68.21418067,$208.21 ,14.00%,2510,09,1278.9999,,
plan_1670ABCD_CR,26DF2,"167010105 - 4085 , 167010205 - 4085 , 167010405 - 4085",|42ABD 3RD CAR GARAGE ROOF,truss bracing,2X6-RL #2&BTR DF,60,MBF,556.18,0.4750002,33.37,28.500012,$81.18 ,14.60%,2503,09,475.0002,,
plan_1670ABCD_CR,716OSB,"167010105 - 4085 , 167010205 - 4085 , 167010405 - 4085",|42ABD 3RD CAR GARAGE ROOF,roof sheathing,"7/16""4X8 OSB RTD",9,MSF,307.95,8.7398496,88.69,78.6586464,$34.83 ,11.31%,3506,08,273.1203,,
plan_1670ABCD_CR,716OSB,"167010105 - 4085 , 167010205 - 4085 , 167010405 - 4085",|42ABD 3RD CAR GARAGE ROOF,gable sheathing,"7/16""4X8 OSB RTD",3,MSF,307.95,8.7398496,29.56,26.2195488,$34.83 ,11.31%,3506,08,273.1203,,
plan_1670ABCD_CR,PSCL1/2EA,"167010105 - 4085 , 167010205 - 4085 , 167010405 - 4085",|42ABD 3RD CAR GARAGE ROOF,ply clip each,"1/2"" STEEL PLYWOOD CLIP (EA)",32,EA,0.08,0.0601,2.56,1.9232,$0.02 ,24.88%,4502,05,0.0601,,
plan_1670ABCD_CR,716OSB,167010305 - 4085,|42C 3RD CAR GARAGE ROOF,roof sheathing,"7/16""4X8 OSB RTD",12,MSF,307.95,8.7398496,118.25,104.8781952,$34.83 ,11.31%,3506,08,273.1203,,
plan_1670ABCD_CR,PSCL1/2EA,167010305 - 4085,|42C 3RD CAR GARAGE ROOF,ply clip each,"1/2"" STEEL PLYWOOD CLIP (EA)",50,EA,0.08,0.0601,4,3.005,$0.02 ,24.88%,4502,05,0.0601,,
plan_1670ABCD_CR,LS50,167020070,|40ABCDR3 ROOF - REG3,shearwall clip,"LS50 5"" ADJ L ANGLE SIMPSON",10,EA,2.22,1.7301,22.2,17.301,$0.49 ,22.07%,4502,05,1.7301,,
plan_1670ABCD_CR,24DF,"167020003 - 4085 , 167020004 - 4085 , 167020006 - 4085 , 167020007 - 4085",|43.1ABCD 10x10 COVERED PATIO ROOF,bracing,2X4-RL STD&BTR DF,50,MBF,634.83,0.363514867,21.17,18.17574333,$89.83 ,14.15%,2503,09,544.9998,,
plan_1670ABCD_CR,716OSB,"167020003 - 4085 , 167020004 - 4085 , 167020006 - 4085 , 167020007 - 4085",|43.1ABCD 10x10 COVERED PATIO ROOF,roof sheathing,"7/16""4X8 OSB RTD",7,MSF,307.95,8.7398496,68.98,61.1789472,$34.83 ,11.31%,3506,08,273.1203,,
plan_1670ABCD_CR,SS7648CS,"167020003 - 4085 , 167020004 - 4085 , 167020006 - 4085 , 167020007 - 4085",|43.1ABCD 10x10 COVERED PATIO ROOF,overhang sheathing,4X8 TX SOFFIT SMART STRAND 76,3,MSF,1758.82,47.8399968,168.85,143.5199904,$263.82 ,15.00%,3905,09,1494.9999,,
plan_1670ABCD_CR,PSCL1/2EA,"167020003 - 4085 , 167020004 - 4085 , 167020006 - 4085 , 167020007 - 4085",|43.1ABCD 10x10 COVERED PATIO ROOF,ply clip each,"1/2"" STEEL PLYWOOD CLIP (EA)",28,EA,0.08,0.0601,2.24,1.6828,$0.02 ,24.88%,4502,05,0.0601,,
plan_1670ABCD_CR,1320WWP,"167020003 - 4085 , 167020004 - 4085 , 167020007 - 4085",|43.1ABD 10x10 COVERED PATIO ROOF,shake mold,1X3-20' WW PRIMED,1,MBF,2460,10.455,12.3,10.455,$369.00 ,15.00%,4001,09,2091,,
plan_1670ABCD_CR,2820WWP,"167020003 - 4085 , 167020004 - 4085 , 167020007 - 4085",|43.1ABD 10x10 COVERED PATIO ROOF,fascia,"2""X8""-20' WW PRIMED",1,MBF,1487.21,34.10709033,39.66,34.10709033,$208.21 ,14.00%,2510,09,1278.9999,,
plan_1670ABCD_CR,9125DWRA,"167010100 - 4155 , 167010200 - 4155 , 167010400 - 4155",|58ABD HOUSEWRAP,tyvek housewrap,9'X125' TYVEK DRAINWRP RICHMND,4,EA,160.28,129.8301,641.12,519.3204,$30.45 ,19.00%,4202,08,129.8301,,
plan_1670ABCD_CR,TTAPE3-164RA,"167010100 - 4155 , 167010200 - 4155 , 167010400 - 4155",|58ABD HOUSEWRAP,housewrap tape,"3""X164' TYVEK WHT TP RICHMOND",8,EA,15.125,13.3765,121,107.012,$1.75 ,11.56%,4201,08,13.3765,,
plan_1670ABCD_CR,475DFTRA,"167010100 - 4155 , 167010200 - 4155 , 167010400 - 4155",|58ABD HOUSEWRAP,window and door flashing,"4""X75' DUPONT FLASH TP RICHMND",1,EA,26.7,23.2492,26.7,23.2492,$3.45 ,12.92%,4201,08,23.2492,,
plan_1670ABCD_CR,CH38SP,"167010100 - 4155 , 167010200 - 4155 , 167010400 - 4155",|58ABD HOUSEWRAP,staples,"3/8"" STINGER STAPLE PAC 2016CT",3,EA,56.64,44.1771,169.92,132.5313,$12.46 ,22.00%,4504,05,44.1771,,
plan_1670ABCD_CR,9125DWRA,167010300 - 4155,|58C HOUSEWRAP,tyvek housewrap,9'X125' TYVEK DRAINWRP RICHMND,3,EA,160.28,129.8301,480.84,389.4903,$30.45 ,19.00%,4202,08,129.8301,,
plan_1670ABCD_CR,TTAPE3-164RA,167010300 - 4155,|58C HOUSEWRAP,housewrap tape,"3""X164' TYVEK WHT TP RICHMOND",6,EA,15.125,13.3765,90.75,80.259,$1.75 ,11.56%,4201,08,13.3765,,
plan_1670ABCD_CR,475DFTRA,167010300 - 4155,|58C HOUSEWRAP,window and door flashing,"4""X75' DUPONT FLASH TP RICHMND",1,EA,26.7,23.2492,26.7,23.2492,$3.45 ,12.92%,4201,08,23.2492,,
plan_1670ABCD_CR,CH38SP,167010300 - 4155,|58C HOUSEWRAP,staples,"3/8"" STINGER STAPLE PAC 2016CT",2,EA,56.64,44.1771,113.28,88.3542,$12.46 ,22.00%,4504,05,44.1771,,
plan_1670ABCD_CR,2220WWP,167010100 - 4155,|60A EXTERIOR TRIM AND SIDING,freize board,"2""X2""-20' WW PRIMED",7,MBF,1683.72,9.653815333,78.58,67.57670733,$235.72 ,14.00%,2510,09,1447.9999,,
plan_1670ABCD_CR,HZ10PSTE,167010100 - 4155,|60A EXTERIOR TRIM AND SIDING,shingle siding,HARDIE HZ10 SHGL STAGGEREDEDGE,41,EA,7.98,6.7799,327.18,277.9759,$1.20 ,15.04%,3904,09,6.7799,,
plan_1670ABCD_CR,HZU54812RT,167010100 - 4155,|60A EXTERIOR TRIM AND SIDING,belly band,TRM 5/4 PR RG HZ 7.25X12',2,MSF,5130.59,31.61725,74.39,63.2345,$769.59 ,15.00%,3904,09,4361,,
plan_1670ABCD_CR,EM390073,167010100 - 4155,|60A EXTERIOR TRIM AND SIDING,siding flashing,4X1-1/8X3/8 WHT HIGH BACK FLSH,10,EA,8.47,7.2001,84.7,72.001,$1.27 ,14.99%,4206,09,7.2001,,
plan_1670ABCD_CR,2612DF2,"167010100 - 4155 , 167010200 - 4155",|60AB EXTERIOR TRIM AND SIDING,gable detail,2X6-12' #2&BTR DF,1,MBF,556.18,5.7,6.67,5.7,$81.18 ,14.60%,2503,09,475,,
plan_1670ABCD_CR,4612GDF2,"167010100 - 4155 , 167010200 - 4155",|60AB EXTERIOR TRIM AND SIDING,gable detail,4X6-12' #2&BTR DF GRN,1,MBF,630.95,13.84194,15.14,13.84194,$54.20 ,8.59%,2201,09,576.7475,,
plan_1670ABCD_CR,HZ1049SMP,"167010100 - 4155 , 167010200 - 4155",|60AB EXTERIOR TRIM AND SIDING,panel siding,PAN PR SMOOTH 4X9,6,MSF,1471.76,45.036,317.9,270.216,$220.76 ,15.00%,3904,09,1251,,
plan_1670ABCD_CR,HZ10814CMSP,"167010100 - 4155 , 167010200 - 4155",|60AB EXTERIOR TRIM AND SIDING,lap siding,PLK PR CM SEL HZ10 8.25X12,390,MSF,1349.41,9.462749175,4341.73,3690.472178,$202.41 ,15.00%,3904,09,1146.9999,,
plan_1670ABCD_CR,HZU1312RB,"167010100 - 4155 , 167010200 - 4155",|60AB EXTERIOR TRIM AND SIDING,batts,TRM 4/4 BATT PR RG HZ 2.5X12',14,MSF,4714.12,10.0175,164.99,140.245,$707.12 ,15.00%,3904,09,4007,,
plan_1670ABCD_CR,HZU1412RT,"167010100 - 4155 , 167010200 - 4155",|60AB EXTERIOR TRIM AND SIDING,shutter detail,TRM 4/4 PR RG HZ 3.5X12'AIN,2,MSF,4714.12,14.0245,33,28.049,$707.12 ,15.00%,3904,09,4007,,
